Test_id,Av_Best_eq,Last_eq,Av_Best_div,Last_div
1,7.57067204678292,100,9.93383042342113,49
2,7.74289171272669,100,9.25199595386436,63
3,8.00292396227208,98,9.3035860911211,66
4,8.40261017316554,91,9.47713745958815,58
5,7.78041804924352,100,9.09976020144797,65
6,8.41669019492455,95,9.7676580914692,63
7,8.30288005056454,98,10.0923325633367,51
8,8.47697333302641,96,9.65325962229417,66
9,8.6038519958092,93,9.5039299206113,66
10,8.42474978447685,92,9.55475748805013,58
