NIND,ELITIST,PR_CROSS,PR_MUT,LOCALLOOP,NVAR,Av_Best,Peak_Best,Fit_Var,Fit_var
50,0.05,1,0.2,1,0,9.2417396012871,7.93628536007122,0,0.316825832457182
50,0.2,0.5,0,0,0,15.7129452542642,14.2193063331505,0,0.827325060806845
50,0.2,0.5,0,1,0,9.55734224606003,8.33213287554806,0,0.366968710960612
50,0.2,0.5,0.05,0,0,12.1984007968727,10.7599514993961,0,1.38943093634137
50,0.2,0.5,0.05,1,0,7.76798080990768,6.7602666924847,0,0.340175939285248
50,0.2,0.5,0.2,0,0,11.5774913386399,10.8115205319645,0,0.23945825537561
50,0.2,0.5,0.2,1,0,6.49072636880688,5.65444435151911,0,0.229280114480335
50,0.2,0.9,0,0,0,14.1367029517774,12.9863926413803,0,0.434094829362526
50,0.2,0.9,0,1,0,8.97237624184081,8.08899246674038,0,0.210583962316724
50,0.2,0.9,0.05,0,0,12.6369126577675,11.6042772346524,0,0.297146888517716
50,0.2,0.9,0.05,1,0,7.83189015756777,6.75086045402345,0,0.389907181071152
50,0.2,0.9,0.2,0,0,12.2899823622598,11.1457867268445,0,0.301309309475626
50,0.2,0.9,0.2,1,0,7.17036219331473,6.42207858648989,0,0.193560194866211
50,0.2,1,0,0,0,14.1544317082787,13.1034103043583,0,0.481804798256193
50,0.2,1,0,1,0,9.18362884892749,8.32783254304508,0,0.283647963908113
50,0.2,1,0.05,0,0,13.8562588194699,12.1759592449601,0,0.422149725815575
50,0.2,1,0.05,1,0,8.29970226133944,7.17752547462764,0,0.605668832345913
50,0.2,1,0.2,0,0,13.543379835403,12.2070626006864,0,0.304040521870834
50,0.2,1,0.2,1,0,8.04716723072892,7.244437682285,0,0.222839358150494
100,0,0.5,0,0,0,14.355012018822,12.9915557157641,0,0.294620447836674
100,0,0.5,0,1,0,8.1453509046877,7.06482383450726,0,0.110012457217856
100,0,0.5,0.05,0,0,14.1506062041146,13.3147953220396,0,0.142955654675314
100,0,0.5,0.05,1,0,7.43587718998588,6.44587113842023,0,0.170418355411033
100,0,0.5,0.2,0,0,14.9675429246495,14.3409368201832,0,0.147453050116275
100,0,0.5,0.2,1,0,7.84220261736819,7.32324802076446,0,0.093934240328982
100,0,0.9,0,0,0,16.6381648713992,15.6708214312964,0,0.118954946612385
100,0,0.9,0,1,0,8.77931158582959,8.13576966084229,0,0.0765743891074008
100,0,0.9,0.05,0,0,16.4523146154038,15.8776174873271,0,0.119404645940653
100,0,0.9,0.05,1,0,8.81600391199369,8.12841348504976,0,0.0935885454479463
100,0,0.9,0.2,0,0,16.6214894399875,16.0656402126741,0,0.113059453299198
100,0,0.9,0.2,1,0,9.08040324763082,8.3791443020079,0,0.112163775753914
100,0,1,0,0,0,16.7094555303648,15.9361451739067,0,0.146551119087051
100,0,1,0,1,0,9.93104016581259,9.11796798212737,0,0.113947913507777
100,0,1,0.05,0,0,16.6151525185154,15.276821981936,0,0.257268385651798
100,0,1,0.05,1,0,9.94582353915296,9.35327535442308,0,0.103629382154623
100,0,1,0.2,0,0,16.6234162933933,16.0196061331314,0,0.108540958382095
100,0,1,0.2,1,0,9.90534968417331,9.3980403037615,0,0.106644738675379
100,0.05,0.5,0,0,0,13.5474129783106,11.296995558163,0,1.61070512379218
100,0.05,0.5,0,1,0,8.38862767722894,7.63373607252602,0,0.244419935501422
100,0.05,0.5,0.05,0,0,11.1127653149852,10.1507254222054,0,0.282605020408184
100,0.05,0.5,0.05,1,0,6.33712752822274,5.35761744453461,0,0.254253068374794
100,0.05,0.5,0.2,0,0,11.0669475266703,10.2587864842747,0,0.181427741014913
100,0.05,0.5,0.2,1,0,5.90515228462464,5.14263196941712,0,0.0808773034023663
100,0.05,0.9,0,0,0,14.5890595822631,13.2432957670633,0,0.243619896730912
100,0.05,0.9,0,1,0,8.29975394088158,7.79419452234664,0,0.105756048928513
100,0.05,0.9,0.05,0,0,14.5440937951184,13.0801012631717,0,0.343154183160861
100,0.05,0.9,0.05,1,0,8.1528328663336,7.40119127697977,0,0.1728174926315
100,0.05,0.9,0.2,0,0,14.2635908382257,13.6405691105938,0,0.231755393439565
100,0.05,0.9,0.2,1,0,8.02350329648807,6.69326622785592,0,0.205066769504357
100,0.05,1,0,0,0,14.9949159601453,14.061576195319,0,0.227013761967608
100,0.05,1,0,1,0,8.81085629875313,7.48946744245565,0,0.328328556698333
100,0.05,1,0.05,0,0,15.184234218427,14.1302438752578,0,0.224724975108518
100,0.05,1,0.05,1,0,8.95334285580657,8.14708731680557,0,0.135076966634093
100,0.05,1,0.2,0,0,15.2692844395329,14.6404137034958,0,0.214334214493418
100,0.05,1,0.2,1,0,8.81454978154156,7.67988717705262,0,0.312230093498629
100,0.2,0.5,0,0,0,14.2785526161373,11.8770605288109,0,1.87639750289963
100,0.2,0.5,0,1,0,8.71422250189964,7.02148836400604,0,0.307949116919294
100,0.2,0.5,0.05,0,0,11.0890946148358,10.1859424507034,0,0.266671246330939
100,0.2,0.5,0.05,1,0,7.34339694975481,5.72269392898576,0,0.811546744618887
100,0.2,0.5,0.2,0,0,10.7050389780578,9.76064579969849,0,0.142325892661154
100,0.2,0.5,0.2,1,0,5.94988606766228,5.403703268412,0,0.120972617173233
100,0.2,0.9,0,0,0,13.427228685699,12.1794869369414,0,0.612925347854135
100,0.2,0.9,0,1,0,8.56988474258113,7.06872064042876,0,0.508354216086206
100,0.2,0.9,0.05,0,0,12.0849062370902,10.362611731113,0,0.358101290097241
100,0.2,0.9,0.05,1,0,7.32026312880002,6.37091977974946,0,0.558109752313069
100,0.2,0.9,0.2,0,0,12.0072818737132,10.845431168257,0,0.314785079599849
100,0.2,0.9,0.2,1,0,6.93997714877938,6.06207702904439,0,0.144978280192797
100,0.2,1,0,0,0,13.5288473611256,12.7165193322066,0,0.217393152794994
100,0.2,1,0,1,0,8.64625595796952,8.14314364399381,0,0.115312272927626
100,0.2,1,0.05,0,0,13.3689547359809,11.7033258830941,0,0.319311442163822
100,0.2,1,0.05,1,0,7.7925298494651,6.82514815615848,0,0.207474963606253
100,0.2,1,0.2,0,0,13.4291030730927,12.7850233967179,0,0.138287609642468
100,0.2,1,0.2,1,0,7.8099588045581,7.31338624714456,0,0.0980111788315637
150,0,0.5,0,0,0,13.9859789115339,12.6319432921137,0,0.304699352693814
150,0,0.5,0,1,0,7.72380336499352,7.1833339065158,0,0.110560400096952
150,0,0.5,0.05,0,0,14.1226181465459,13.0544360688424,0,0.165562013449056
150,0,0.5,0.05,1,0,7.37443689509806,6.88128559780159,0,0.084590435944731
150,0,0.5,0.2,0,0,14.3536115459458,13.3486507041523,0,0.191629785758889
150,0,0.5,0.2,1,0,7.72537933708478,6.50728729199195,0,0.150252264725785
150,0,0.9,0,0,0,16.3565618288756,15.8374138708645,0,0.101303176954213
150,0,0.9,0,1,0,8.79531189583443,8.25940509412329,0,0.0760422065610732
150,0,0.9,0.05,0,0,16.3222747800061,14.9565863153212,0,0.327119132793762
150,0,0.9,0.05,1,0,8.80761425258574,8.1433037303465,0,0.0846411834136629
150,0,0.9,0.2,0,0,16.4557622797511,15.8459734559597,0,0.0771015129342348
150,0,0.9,0.2,1,0,8.93696618454309,8.45897834394709,0,0.0785856275484709
150,0,1,0,0,0,16.5611970452652,16.1039953009034,0,0.104756520082258
150,0,1,0,1,0,10.010416190845,9.57036949749029,0,0.0558840370837339
150,0,1,0.05,0,0,16.5896410268928,15.8714682427778,0,0.145999325089885
150,0,1,0.05,1,0,10.067054855042,9.61059172556468,0,0.0711429199195431
150,0,1,0.2,0,0,16.5127907969467,15.6588594251693,0,0.164900761955701
150,0,1,0.2,1,0,10.0563444282232,9.6857527844542,0,0.042788699025193
150,0.05,0.5,0,0,0,13.3958084748454,10.8256660279546,0,1.5500877047661
150,0.05,0.5,0,1,0,8.01727517452138,7.49739793139994,0,0.137221032617161
150,0.05,0.5,0.05,0,0,10.9454387859552,10.2788609628413,0,0.207351299201796
150,0.05,0.5,0.05,1,0,6.00192432666726,5.03411743038717,0,0.148146945804193
150,0.05,0.5,0.2,0,0,10.8921922246268,9.98969750243423,0,0.23038172350485
150,0.05,0.5,0.2,1,0,5.56800663184913,4.95131720375833,0,0.0831202400204314
150,0.05,0.9,0,0,0,14.3459597159861,12.8670758498702,0,0.231474448044873
150,0.05,0.9,0,1,0,8.23580987388061,7.42188383505991,0,0.139139689345181
150,0.05,0.9,0.05,0,0,14.0302317758485,13.1064582463682,0,0.341688948657263
150,0.05,0.9,0.05,1,0,8.15376807478512,7.37630058619031,0,0.194331733016151
150,0.05,0.9,0.2,0,0,13.9187376362853,12.483886261422,0,0.408194901468063
150,0.05,0.9,0.2,1,0,7.83275867014587,6.58939208449628,0,0.288767551569471
150,0.05,1,0,0,0,15.000176642606,13.6608965019846,0,0.287687386928753
150,0.05,1,0,1,0,8.75804245956101,7.92520411284654,0,0.185805531633916
150,0.05,1,0.05,0,0,14.7372278405092,13.870564042024,0,0.153148223612058
150,0.05,1,0.05,1,0,8.74006635009004,7.9817004504351,0,0.226626171341455
150,0.05,1,0.2,0,0,14.882886608572,13.9054880716004,0,0.21173322773809
150,0.05,1,0.2,1,0,8.67041022539837,7.7166881475662,0,0.235096122675313
150,0.2,0.5,0,0,0,13.9280152568451,10.9756772052704,0,1.07709177496577
150,0.2,0.5,0,1,0,8.71758651856144,7.90772439725574,0,0.382430226093946
150,0.2,0.5,0.05,0,0,10.5444893413596,9.34316571898463,0,0.341245415756762
150,0.2,0.5,0.05,1,0,6.49692455979166,5.6432653160483,0,0.46277564624968
150,0.2,0.5,0.2,0,0,10.5487980749994,9.90382484173645,0,0.204958880942896
150,0.2,0.5,0.2,1,0,5.84243785672241,5.41823107289462,0,0.065510983159117
150,0.2,0.9,0,0,0,12.6925018949811,11.1000786078961,0,0.936101684213398
150,0.2,0.9,0,1,0,8.38355745764254,7.35359459687073,0,0.276731165865465
150,0.2,0.9,0.05,0,0,12.11483316163,11.2884670400037,0,0.190873084559042
150,0.2,0.9,0.05,1,0,7.1221576686128,6.46467412891539,0,0.130352430078396
150,0.2,0.9,0.2,0,0,12.1956982076693,10.5335756911613,0,0.36134414492739
150,0.2,0.9,0.2,1,0,6.84400751880265,5.99151713235125,0,0.205425012618616
150,0.2,1,0,0,0,13.2298913340711,12.469465586777,0,0.144420504498813
150,0.2,1,0,1,0,8.46705528205903,7.53099981801722,0,0.190595995816637
150,0.2,1,0.05,0,0,13.2647664192081,12.3903990781924,0,0.169218967880653
150,0.2,1,0.05,1,0,7.87853036194011,6.95094750422866,0,0.293538861393011
150,0.2,1,0.2,0,0,13.2032919213561,12.4029506181317,0,0.257231436777131
150,0.2,1,0.2,1,0,7.90402746042116,6.70406214865215,0,0.301236202146519
