NIND,ELITIST,PR_CROSS,PR_MUT,LOCALLOOP,NVAR,Av_Best,Peak_Best,Fit_Var,Fit_var
150,0.2,0.9,0.05,0,0,8.19208550220886,7.30198054034108,0,0.233803459101608
150,0.2,0.9,0.05,1,0,5.23456097910277,4.68865751341466,0,0.17333446900414
150,0.2,0.9,0.2,0,0,8.10922949188483,7.17053330211772,0,0.208835101565681
150,0.2,0.9,0.2,1,0,4.99224250987146,4.59217134512749,0,0.0715941563324075
150,0.2,1,0,0,0,9.43342152394919,8.99885524742179,0,0.0565315084478017
150,0.2,1,0,1,0,5.9118680003826,5.31941908223206,0,0.118740205526674
150,0.2,1,0.05,0,0,9.45693551942416,8.34715842051192,0,0.204607112501959
150,0.2,1,0.05,1,0,5.78733037235864,5.2152830806214,0,0.131096445811414
150,0.2,1,0.2,0,0,9.466116941076,8.7272409620242,0,0.164879398152646
150,0.2,1,0.2,1,0,5.69350434298776,4.82624046751096,0,0.22084518938113
