NIND,ELITIST,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Fit_var,Eff,Eff_Var
200,0.05,1,0.05,10.4132681907866,8.99642770676436,0.29246127599018,0.00195051360389556,0
200,0.05,1,0.1,10.4464463824397,9.39454374671184,0.222152897590945,0.0019447994609865,0
200,0.05,1,0.2,10.4525002676204,9.42106867315415,0.236681513793087,0.00193501515484234,0
200,0.1,0.5,0,8.85533199882689,7.46895531277979,1.25299919872709,0.00206448299989041,0
200,0.1,0.5,0.05,7.00483564050383,6.34351576836854,0.142985931792398,0.0021121549544855,0
200,0.1,0.5,0.1,6.87880393893231,6.2053914483359,0.149553408987961,0.00215327852606556,0
200,0.1,0.5,0.2,6.72460619732177,5.92463133755741,0.107552782156862,0.00215007132054411,0
200,0.1,0.7,0,8.27499940201088,6.66577120857377,1.68356982805378,0.00207556016401519,0
200,0.1,0.7,0.05,7.3371402328154,6.45311475002286,0.193998497100411,0.00211645520588655,0
200,0.1,0.7,0.1,7.5135257588082,7.06613406997507,0.0859616221873466,0.00209739381519723,0
200,0.1,0.7,0.2,7.43660995127843,6.82809989703068,0.16621105374621,0.00209107390277221,0
200,0.1,0.9,0,8.85202712008153,7.83312268553593,0.353997835292464,0.00202885715031756,0
200,0.1,0.9,0.05,8.65450998925127,7.92551010668722,0.154653918166305,0.00202464827645185,0
200,0.1,0.9,0.1,8.69004571232135,7.9018149156199,0.189643621462685,0.00202548634593544,0
200,0.1,0.9,0.2,8.65735043820244,7.95407185299846,0.194830417080427,0.00201315210471744,0
200,0.1,1,0,9.6747982322179,8.47432907375587,0.195759307934649,0.00198657803200632,0
200,0.1,1,0.05,9.72650115444548,8.79704746605108,0.112646307794117,0.00198741750523013,0
200,0.1,1,0.1,9.94287511099898,9.05153451728675,0.153468429631863,0.00199649825262634,0
200,0.1,1,0.2,10.0137799060386,9.54704077789093,0.086014980209047,0.00198169805179657,0
200,0.2,0.5,0,9.12858904622224,7.50113891129984,1.1103301233254,0.00204319542041913,0
200,0.2,0.5,0.05,6.97270307904779,6.06952502785122,0.160503931411518,0.00213133825496629,0
200,0.2,0.5,0.1,6.93061729778114,6.37108449649524,0.0687488488129793,0.00213827166551099,0
200,0.2,0.5,0.2,6.89482129085454,6.13040447621894,0.134987450599406,0.0021330553107553,0
200,0.2,0.7,0,8.50827136133595,7.2659364001154,0.860628737130367,0.00208670342008609,0
200,0.2,0.7,0.05,7.0358521601877,6.22014166632354,0.104097471180123,0.00212185329398529,0
200,0.2,0.7,0.1,7.15241707503935,6.6261470479932,0.0875510442809564,0.00212969948173062,0
200,0.2,0.7,0.2,7.19939934304318,6.30254092446902,0.11990952738221,0.00212417694550518,0
200,0.2,0.9,0,8.50272097292252,7.20406745917954,0.821550778654968,0.00205017338126237,0
200,0.2,0.9,0.05,8.0996545854602,7.29385953436541,0.2354151976769,0.0020724375323427,0
200,0.2,0.9,0.1,8.01514082341482,7.35769944046999,0.132660244064452,0.00207655069655706,0
200,0.2,0.9,0.2,8.06192811244424,6.78861715933012,0.257539986405365,0.00205747558890194,0
200,0.2,1,0,9.24089167445795,8.81609970372891,0.0810822894393169,0.0020151495191854,0
200,0.2,1,0.05,9.32844596264544,8.90963677266746,0.0888572897574205,0.00202154478408819,0
200,0.2,1,0.1,9.30259288729066,8.5714106917753,0.139461540364431,0.00201153962129221,0
200,0.2,1,0.2,9.4171875262226,8.98226641474131,0.0791137683275996,0.00201835411175165,0
