,NIND,ELITIST,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Eff_1,Av_Best_unit,Eff_1_unit,M
0,50,0.0,0.5,0.0,0.04236940177146933,0.04610361977237522,0.0036295400173891705,0.18634565904295983,0.9252213984597614,0.5557835287513606
1,50,0.0,0.5,0.05,0.04409936049380855,0.046877242701410304,0.0036295398029892604,0.2572375439196802,0.9252213255330216,0.5912294347263509
2,50,0.0,0.5,0.1,0.0433523512708236,0.047685167815286936,0.0036222347792799602,0.22662589339076467,0.9227365690657937,0.5746812312282792
3,50,0.0,0.5,0.2,0.04213830533219303,0.045071878359111126,0.00363148572976233,0.17687557056221126,0.9258832199123622,0.5513793952372867
4,50,0.0,0.7,0.0,0.039077278740383005,0.04085723928371111,0.0035781068526493,0.051437927484953384,0.9077267408374069,0.4795823341611801
5,50,0.0,0.7,0.05,0.03972066129455041,0.04465734187313614,0.00358994892061489,0.07780306635951108,0.911754743501572,0.49477890493054155
6,50,0.0,0.7,0.1,0.039492961696734726,0.04194963398605549,0.00359362625944126,0.06847217686117786,0.9130055664687007,0.4907388716649393
7,50,0.0,0.7,0.2,0.03916354381797643,0.04129441716244983,0.00356247690689836,0.054972979431953194,0.9024103160956741,0.4786916477638137
8,50,0.0,0.9,0.0,0.03820028711045589,0.03994031953225546,0.0035775501790129703,0.015499734935148913,0.907537391908088,0.46151856342161846
9,50,0.0,0.9,0.05,0.0380389968726439,0.03944030822277263,0.00357029752477195,0.008890231007075335,0.9050704485760629,0.4569803397915691
10,50,0.0,0.9,0.1,0.0378220505648818,0.04001921254907058,0.00352498356017627,0.0,0.8896571972211764,0.4448285986105882
11,50,0.0,0.9,0.2,0.038184772150505884,0.04246676277359632,0.00354462045180889,0.01486394823085387,0.8963365586335541,0.455600253432204
12,50,0.0,1.0,0.0,0.0379012197091148,0.03957804312309898,0.0035564192669422603,0.0032442680777756173,0.9003498491271831,0.4517970586024794
13,50,0.0,1.0,0.05,0.03799365503659251,0.03935144759776623,0.00354964906040409,0.007032170360918409,0.898047007254299,0.4525395888076087
14,50,0.0,1.0,0.1,0.038043105700853924,0.040664445882081415,0.0035442126511631704,0.00905860645597008,0.8961978478870715,0.4526282271715208
15,50,0.0,1.0,0.2,0.037835929471720535,0.04016805754078004,0.0035418866260740704,0.0005687429723734229,0.8954066655291391,0.44798770425075624
16,50,0.05,0.5,0.0,0.04217915184453953,0.050442811053913586,0.00366561944911896,0.17854941758150186,0.9374935833139141,0.5580215004477079
17,50,0.05,0.5,0.05,0.05230381610310552,0.055373452553189366,0.0037544489207038396,0.5934474863996804,0.9677083523255411,0.7805779193626108
18,50,0.05,0.5,0.1,0.05346066646064293,0.05803943083971195,0.0038091089442784704,0.6408539946054026,0.9863006050656629,0.8135772998355327
19,50,0.05,0.5,0.2,0.052856330025844674,0.057844334970479375,0.0037959923706710704,0.6160889245437339,0.9818390875681408,0.7989640060559373
20,50,0.05,0.7,0.0,0.043429216202450924,0.04923601759789032,0.00368067331552955,0.22977573726485045,0.9426140584018836,0.5861948978333671
21,50,0.05,0.7,0.05,0.046853432527254206,0.05126278927640421,0.0037129258681815897,0.37009651275867245,0.9535845551416456,0.6618405339501591
22,50,0.05,0.7,0.1,0.04797072315434292,0.05065402768853162,0.0037373353053901897,0.4158819049108677,0.9618872669984526,0.6888845859546602
23,50,0.05,0.7,0.2,0.04728971620849608,0.05096819039321818,0.0037256971274615704,0.3879749581254896,0.9579286162088502,0.6729517871671699
24,50,0.05,0.9,0.0,0.04111532109621016,0.04340388563994239,0.00363507171182615,0.13495475490833522,0.9271029684688381,0.5310288616885867
25,50,0.05,0.9,0.05,0.04127164741386393,0.04522933186122539,0.00364973806729146,0.14136084262083706,0.9320916342204216,0.5367262384206294
26,50,0.05,0.9,0.1,0.041502101783036725,0.04368086966002211,0.0036437729444624705,0.1508046197455559,0.9300626363530677,0.5404336280493118
27,50,0.05,0.9,0.2,0.041560356351788307,0.04770147222333158,0.0036631905443854297,0.1531918305663412,0.9366674071117431,0.5449296188390421
28,50,0.05,1.0,0.0,0.040287757141408406,0.04271880111451681,0.00363935447209653,0.10104205638302001,0.9285597216161092,0.5148008889995647
29,50,0.05,1.0,0.05,0.04040270861431751,0.04254232907825258,0.0036199577332749295,0.10575264657147401,0.9219620466258498,0.5138573465986619
30,50,0.05,1.0,0.1,0.040367862679497296,0.04387852281040413,0.0036141563828695896,0.10432469689394878,0.9199887548869098,0.5121567258904293
31,50,0.05,1.0,0.2,0.04058703194683941,0.045097330966682975,0.00362756916778438,0.1133060224413716,0.924551026740748,0.5189285245910598
32,50,0.1,0.5,0.0,0.04089587947711366,0.04850061946996021,0.0036600554025349296,0.1259622686731058,0.9356010089317084,0.5307816388024071
33,50,0.1,0.5,0.05,0.05209381033521485,0.056500656306126655,0.00379263391887675,0.5848416714004523,0.9806967319580983,0.7827692016792753
34,50,0.1,0.5,0.1,0.054428386795769744,0.05747221067199759,0.0038161524861655203,0.6805101538563626,0.988696420185846,0.8346032870211043
35,50,0.1,0.5,0.2,0.05505029958902763,0.059135286457368985,0.00384709501720791,0.7059954845603125,0.9992213215659871,0.8526084030631498
36,50,0.1,0.7,0.0,0.042661979026292304,0.047841824714760686,0.00372697743931504,0.1983351665373417,0.9583641059874701,0.5783496362624059
37,50,0.1,0.7,0.05,0.0528598475149337,0.059024088510337,0.0038047388258207297,0.616233067538786,0.9848141375971727,0.8005236025679794
38,50,0.1,0.7,0.1,0.05275888483058865,0.055693874395453286,0.00379845062299845,0.6120957231599816,0.9826752461641431,0.7973854846620624
39,50,0.1,0.7,0.2,0.05314848862768003,0.057096598340059576,0.0038411082829888205,0.6280612760799887,0.9971849727243648,0.8126231244021768
40,50,0.1,0.9,0.0,0.04272761468346512,0.046422262613083735,0.0037036300722543204,0.2010248465811589,0.9504226504076603,0.5757237484944095
41,50,0.1,0.9,0.05,0.04748794215290194,0.0528070299802967,0.00375568351442025,0.3960980483755262,0.9681282913761624,0.6821131698758442
42,50,0.1,0.9,0.1,0.04842575755566985,0.04995505789756508,0.0037440173105106104,0.4345287350214712,0.9641601077307663,0.6993444213761187
43,50,0.1,0.9,0.2,0.04814657566484204,0.052055053434838204,0.0037587806445658,0.42308815542343997,0.9691817601211307,0.6961349577722853
44,50,0.1,1.0,0.0,0.0436120356227219,0.047773993850327094,0.00372744125610209,0.23726748439599246,0.9585218702613578,0.5978946773286752
45,50,0.1,1.0,0.05,0.04456597501785595,0.047780036388445586,0.00371101393062134,0.2763589152526591,0.9529342219727448,0.614646568612702
46,50,0.1,1.0,0.1,0.045267927180781486,0.04845529026806045,0.0037238040108704,0.30512417495538424,0.9572846848705933,0.6312044299129888
47,50,0.1,1.0,0.2,0.0443611715794414,0.04743694813352408,0.0036963170258935796,0.26796628623154106,0.9479351650875437,0.6079507256595424
48,50,0.2,0.5,0.0,0.03880364462098728,0.0466115772054941,0.00359149555735154,0.040224689712254263,0.912280821963022,0.4762527558376381
49,50,0.2,0.5,0.05,0.05208656426886447,0.05734336543044733,0.0037638778662225205,0.5845447352395559,0.9709155470300365,0.7777301411347961
50,50,0.2,0.5,0.1,0.054725252006131,0.06262261601911796,0.00380969468714804,0.6926753772487314,0.9864998417062563,0.8395876094774939
51,50,0.2,0.5,0.2,0.05491258572641253,0.06077952501078611,0.00380798218920076,0.7003521156357423,0.9859173466290396,0.8431347311323909
52,50,0.2,0.7,0.0,0.04260418436145035,0.053607770569789145,0.00369098578246042,0.19596680209398426,0.9461217771881937,0.571044289641089
53,50,0.2,0.7,0.05,0.05183522127273467,0.05431036575336014,0.00380042688694024,0.5742449642010249,0.9833474595347939,0.7787962118679094
54,50,0.2,0.7,0.1,0.05437018325915732,0.05871852053569503,0.0038493842815673796,0.6781250342788466,1.0,0.8390625171394233
55,50,0.2,0.7,0.2,0.05406892389758277,0.05824175210350846,0.0038154157525644703,0.6657797432016704,0.9884458250265856,0.827112784114128
56,50,0.2,0.9,0.0,0.0449766934343367,0.05195030115497996,0.00373126641776168,0.29318972301813645,0.9598229742070928,0.6265063486126147
57,50,0.2,0.9,0.05,0.05087312588773799,0.05819165263731643,0.0037875933343642,0.5348193094770883,0.9789822098066888,0.7569007596418886
58,50,0.2,0.9,0.1,0.05089586225071577,0.05592331190422367,0.0037859239016351,0.535751021665317,0.978414363084309,0.757082692374813
59,50,0.2,0.9,0.2,0.050524961616995996,0.05589833674994185,0.00379335682852155,0.5205519046651086,0.9809426249882403,0.7507472648266744
60,50,0.2,1.0,0.0,0.04539768446522288,0.049902971570667205,0.00376350701002041,0.3104414916934951,0.970789402696592,0.6406154471950436
61,50,0.2,1.0,0.05,0.04599878363419556,0.05119741147324277,0.00374134321177069,0.335073902014062,0.9632505303765456,0.6491622161953038
62,50,0.2,1.0,0.1,0.046160657188654225,0.049328464710456064,0.00375515159295146,0.34170730964343726,0.967947361736201,0.6548273356898191
63,50,0.2,1.0,0.2,0.04596019957969293,0.05323107678690342,0.00376117005114305,0.3334927681323364,0.9699945012814504,0.6517436347068934
64,100,0.0,0.5,0.0,0.04448992549077638,0.04846336953844788,0.00185302711232745,0.27324248579741534,0.3209520482664088,0.2970972670319121
65,100,0.0,0.5,0.05,0.04520344416817813,0.0493604339377398,0.0018612234834960001,0.3024817290710106,0.32373999079463445,0.3131108599328225
66,100,0.0,0.5,0.1,0.04412609840518247,0.04675233924330994,0.00185250834756345,0.2583332353431156,0.3207755937943065,0.289554414568711
67,100,0.0,0.5,0.2,0.04303589262429156,0.04448540512986958,0.00185975017705673,0.21365775163773115,0.3232388551585483,0.26844830339813974
68,100,0.0,0.7,0.0,0.040498899243161704,0.04141540395749001,0.00181477964185684,0.10969443714611922,0.3079424190867029,0.20881842811641105
69,100,0.0,0.7,0.05,0.04104797764772465,0.04275346734935534,0.00183354085594675,0.13219509137672178,0.3143239244586295,0.22325950791767563
70,100,0.0,0.7,0.1,0.04061543111010367,0.042779068331381793,0.0018258607439534,0.11446979021613267,0.3117115841427158,0.21309068717942425
71,100,0.0,0.7,0.2,0.04062452362031996,0.042323800590547654,0.0018292876895622103,0.11484239170030097,0.3128772374798143,0.21385981459005762
72,100,0.0,0.9,0.0,0.038888121737050405,0.04143666933105689,0.0018112957196658199,0.043686472880448274,0.3067573855344593,0.17522192920745377
73,100,0.0,0.9,0.05,0.03865873257997724,0.03998408097689979,0.0018055177435062101,0.034286347024722844,0.3047920443937043,0.16953919570921355
74,100,0.0,0.9,0.1,0.03891440654569376,0.04066975873543175,0.0018161832770943,0.044763596631604445,0.30841985651506715,0.1765917265733358
75,100,0.0,0.9,0.2,0.038961832512283925,0.04067271175648712,0.0017986499974793101,0.04670706275033994,0.3024560250959308,0.17458154392313535
76,100,0.0,1.0,0.0,0.038550571309914974,0.040154286362591794,0.0018061570623085898,0.029854012191319498,0.30500950454059067,0.16743175836595509
77,100,0.0,1.0,0.05,0.03829378765824671,0.039478849794049566,0.0018041705260059,0.019331288823865093,0.3043337970929602,0.16183254295841265
78,100,0.0,1.0,0.1,0.038448755775432074,0.04020095804909617,0.00180769357616662,0.025681718912862753,0.30553213977048943,0.1656069293416761
79,100,0.0,1.0,0.2,0.03814976814768015,0.0402469060052708,0.00179921739403763,0.013429521093083398,0.3026490213576641,0.15803927122537373
80,100,0.05,0.5,0.0,0.045087670631442645,0.056592503931098534,0.00190314906235522,0.29773745157349635,0.33800070470307675,0.3178690781382866
81,100,0.05,0.5,0.05,0.05720165251434533,0.06266331175766024,0.0019579401676902302,0.7941556596797464,0.3566375440543856,0.575396601867066
82,100,0.05,0.5,0.1,0.05693090103653271,0.06280648278473543,0.00195644301202262,0.7830605495205052,0.35612829625785813,0.5695944228891816
83,100,0.05,0.5,0.2,0.0573714873897009,0.06348143413564235,0.0019680882488409897,0.8011153138473784,0.360089348083057,0.5806023309652177
84,100,0.05,0.7,0.0,0.04587231867696811,0.05040222331071459,0.00190456616795661,0.32989150137470746,0.33848272398842366,0.33418711268156553
85,100,0.05,0.7,0.05,0.05137530717013703,0.05435150069130921,0.0019122941729374,0.5553981690760839,0.34111135479359683,0.4482547619348404
86,100,0.05,0.7,0.1,0.05196743686372762,0.05692216419828247,0.0019267287728740301,0.579663019750296,0.34602119040422274,0.46284210507725937
87,100,0.05,0.7,0.2,0.05129418308900559,0.05339412929865975,0.00191377766479102,0.5520737897449265,0.34161595493235736,0.4468448723386419
88,100,0.05,0.9,0.0,0.04345263950295974,0.04751847661536524,0.00187446922278579,0.23073559942899408,0.32824544316183457,0.2794905212954143
89,100,0.05,0.9,0.05,0.04394239449773833,0.04999293168839535,0.0018818460909346,0.25080524285996314,0.3307546370495022,0.29077993995473267
90,100,0.05,0.9,0.1,0.04435327873887563,0.05079814674789356,0.0018773830984195698,0.26764284594506854,0.32923657907238807,0.2984397125087283
91,100,0.05,0.9,0.2,0.04464713883764267,0.048255461505294,0.00187655236760277,0.27968492303202114,0.32895401136943303,0.3043194672007271
92,100,0.05,1.0,0.0,0.04263136004309503,0.04457400762190368,0.00186096198096762,0.19708043288165744,0.32365104240453385,0.2603657376430957
93,100,0.05,1.0,0.05,0.042236866412718066,0.04496115862562588,0.0018645823301399601,0.18091449974802326,0.3248824807102224,0.2528984902291228
94,100,0.05,1.0,0.1,0.04260279985590648,0.04431002338148889,0.0018596946966816397,0.19591006651621592,0.3232199838685572,0.25956502519238656
