Test_id,Av_Best_eq,Last_eq,Av_Best_div,Last_div
1,17.7876936184296,100,20.0328074797569,68
2,17.9485721041264,98,21.3162785228202,56
3,18.4353417299781,99,20.5076474939071,67
4,19.2228939697514,92,21.2553300962875,60
5,18.3303344591197,100,21.4239977457812,57
6,19.3737384209798,95,21.6697667993867,60
7,18.5461263836996,99,21.8610956683073,55
8,19.1464095304659,99,21.5048241734228,64
9,19.2296718700513,95,21.4692483161436,63
10,19.3894382006813,97,22.6059167706162,54
