NIND,ELITIST,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Fit_var,Eff_1,Eff_2
50,0,0.5,0,23.6019381485197,21.6902708493876,4.67928421381414e-06,0.00362954001738917,0.000180707403090057
50,0,0.5,0.05,22.6760657932987,21.3323127038339,2.6819711204969e-06,0.00362953980298926,0.000195634252582401
50,0,0.5,0.1,23.0667996241534,20.9708814253018,3.62001956035816e-06,0.00362223477927996,0.000182725817090631
50,0,0.5,0.2,23.7313767631755,22.1867833426528,9.97667007129414e-07,0.00363148572976233,0.000186875141812876
50,0,0.7,0,25.5903182676481,24.4754667111999,4.30110438743749e-07,0.0035781068526493,0.000160199361241685
50,0,0.7,0.05,25.1758144856767,22.3927344990848,1.89431034851929e-06,0.00358994892061489,0.000172487894573266
50,0,0.7,0.1,25.3209675100837,23.8381102522232,9.76787561984139e-07,0.00359362625944126,0.000177705948882601
50,0,0.7,0.2,25.5339507744187,24.2163485699788,6.78552105120702e-07,0.00356247690689836,0.000161683935801445
50,0,0.9,0,26.1778137192662,25.0373560279709,5.67606270967446e-07,0.00357755017901297,0.000173688496441018
50,0,0.9,0.05,26.2888110153914,25.3547714270297,6.39251716813156e-07,0.00357029752477195,0.00016170263335798
50,0,0.9,0.1,26.4396029581884,24.9879979215939,9.07677698584099e-07,0.00352498356017627,0.000159555092994784
50,0,0.9,0.2,26.1884500988636,23.5478273993079,1.61870967510483e-06,0.00354462045180889,0.000163365213255393
50,0,1,0,26.3843751645679,25.2665347018223,7.73707985615029e-07,0.00355641926694226,0.000170981468246597
50,0,1,0.05,26.3201842264683,25.4120257587872,5.83456671711367e-07,0.00354964906040409,0.000179285955606369
50,0,1,0.1,26.2859717043962,24.5915068632632,9.99627003061842e-07,0.00354421265116317,0.000181503481281643
50,0,1,0.2,26.4299044311155,24.8954034928068,5.41427934366123e-07,0.00354188662607407,0.000172660255338472
50,0.05,0.5,0,23.7083951731822,19.8244304610858,1.51341654472921e-05,0.00366561944911896,0.000176994390452411
50,0.05,0.5,0.05,19.1190638562341,18.0591954066697,3.48870624007755e-06,0.00375444892070384,0.000245685560109358
50,0.05,0.5,0.1,18.705341070452,17.2296658587454,6.12804943373156e-06,0.00380910894427847,0.000249861681629032
50,0.05,0.5,0.2,18.9192098564361,17.2877776278411,5.26972482529942e-06,0.00379599237067107,0.000252782874121046
50,0.05,0.7,0,23.0259739282047,20.3103347668567,6.48580815536619e-06,0.00368067331552955,0.000180381445065354
50,0.05,0.7,0.05,21.3431534481131,19.507327129784,3.95103021650751e-06,0.00371292586818159,0.000192552268205386
50,0.05,0.7,0.1,20.8460480527375,19.7417667583896,2.35386337307524e-06,0.00373733530539019,0.000210348086359036
50,0.05,0.7,0.2,21.1462465875475,19.6200805303274,3.55336099234233e-06,0.00372569712746157,0.000204082189271119
50,0.05,0.9,0,24.3218336459052,23.0394119156869,1.38035963674155e-06,0.00363507171182615,0.000145660209316538
50,0.05,0.9,0.05,24.229708835516,22.1095461473595,2.16665767077537e-06,0.00364973806729146,0.000139644566309252
50,0.05,0.9,0.1,24.0951652335047,22.8933170924302,1.50176672160569e-06,0.00364377294446247,0.000147263936440703
50,0.05,0.9,0.2,24.061391378252,20.9637135583183,3.16169122291483e-06,0.00366319054438543,0.000144853412906867
