NIND,ELITIST,PR_CROSS,PR_MUT,LOCALLOOP,NVAR,Av_Best,Peak_Best,Fit_Var,Fit_var
50,0,0.5,0,0,0,3.31830211017644,3.00346210561334,0,0.0489201706910097
50,0,0.5,0,1,0,2.934190902727,2.92727319662716,0,0.000228220521036094
50,0,0.5,0.05,0,0,3.34635139121742,2.92727319662716,0,0.0556561666393203
50,0,0.5,0.05,1,0,2.94369886307022,2.92727319662716,0,0.00078770853230455
50,0,0.5,0.2,0,0,3.5174754062259,3.12315559661944,0,0.0227589798334125
50,0,0.5,0.2,1,0,2.9300354118186,2.92727319662716,0,0.000127859875295912
50,0,0.9,0,0,0,3.92564816216973,3.65786437771611,0,0.0187691874130043
50,0,0.9,0,1,0,2.94080424788781,2.92727319662716,0,0.00110338882719083
50,0,0.9,0.05,0,0,3.99607346059592,3.71953185392554,0,0.0282535750714195
50,0,0.9,0.05,1,0,2.94818912098743,2.92727319662716,0,0.000930677892497308
50,0,0.9,0.2,0,0,3.96965173354279,3.68265374217235,0,0.0292434288825161
50,0,0.9,0.2,1,0,2.94230959717569,2.92727319662716,0,0.000611506975902441
50,0,1,0,0,0,3.95513208672448,3.77340639315668,0,0.0156896195726976
50,0,1,0,1,0,2.97209351516152,2.92727319662716,0,0.00177716435823499
50,0,1,0.05,0,0,4.07667317813877,3.7999803584934,0,0.019616631160746
50,0,1,0.05,1,0,3.00332162067832,2.92727319662716,0,0.00282073150512084
50,0,1,0.2,0,0,4.04020739615733,3.74170741498613,0,0.0236954749224446
50,0,1,0.2,1,0,3.02546722157508,2.93191744901699,0,0.00217298736677305
50,0.05,0.5,0,0,0,3.62966686234343,3.06267018981093,0,0.131034561499405
50,0.05,0.5,0,1,0,2.98781339545379,2.92727319662716,0,0.00476354252734806
50,0.05,0.5,0.05,0,0,3.25381648020185,2.93191744901699,0,0.0544173119613655
50,0.05,0.5,0.05,1,0,2.96228740656306,2.92727319662716,0,0.00194701062728559
50,0.05,0.5,0.2,0,0,3.03866180248536,2.92727319662716,0,0.0121808307466283
50,0.05,0.5,0.2,1,0,2.93059732515456,2.92727319662716,0,0.0002209966093337
50,0.05,0.9,0,0,0,3.41485283309141,3.10778643356265,0,0.0384719645120195
50,0.05,0.9,0,1,0,2.93915186508288,2.92727319662716,0,0.0008025501056387
50,0.05,0.9,0.05,0,0,3.38904182047666,2.99644813579054,0,0.0363774923682521
50,0.05,0.9,0.05,1,0,2.93535866250392,2.92727319662716,0,0.000399038678914659
