,CROSS,MUT,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Eff_1
0,cross_mix,mut_mix,0.980311176210846,0.0307098642470159,12.5063987038141,11.747986775476,0.0022817604101065
1,cross_mix,mut_mix,0.535768298758869,0.0485546645975906,12.2921036896817,11.5756494481051,0.00223738938722502
2,cross_mix,mut_mix,0.5931489600450501,0.172368804032095,12.5384739671595,11.101894559103698,0.00219978266103205
3,cross_mix,mut_mix,0.796782079043417,0.12820435371168598,11.6340233943021,10.832094107390402,0.00227333292552497
4,cross_mix,mut_mix,0.61054178120614,0.0611442380924532,12.271650006521803,10.508061433113001,0.00223847063376689
5,cross_mix,mut_mix,0.5615923977154361,0.0686613669288998,12.5037355841925,10.7312539343608,0.0021969406368505403
6,cross_mix,mut_mix,0.967785048809399,0.0122138607161741,12.0925453676932,10.5643067938,0.0023086608131166896
7,cross_mix,mut_mix,0.7860002958078441,0.193769238909603,12.3138794771074,11.085673479225399,0.0022623585411968
8,cross_mix,mut_mix,0.592427551366167,0.172638204082716,12.1733537265484,11.213763279014799,0.00222245208843055
9,cross_mix,mut_mix,0.6397078939587421,0.10186975635372501,12.2265161914501,11.0128517595519,0.00227037412120247
10,cross_mix,mut_mix,0.73947010283171,0.10995237363302801,11.7562516074473,10.8094887112886,0.0022961456033285398
11,cross_mix,mut_mix,0.862436796947853,0.10836767477328099,12.132741272172199,11.251271097223801,0.00225754953853068
12,cross_mix,mut_mix,0.8012400633586079,0.0125524217851415,11.8293489206196,11.039617239758801,0.00227701027940548
13,cross_mix,mut_mix,0.588010489353788,0.16205563106696802,12.1877728314677,10.2575821827525,0.0022335890585648303
14,cross_mix,mut_mix,0.9222344772620771,0.132501083259822,12.260071152419501,11.2004839049845,0.00227303787638953
15,cross_mix,mut_mix,0.72167841343136,0.091501437111917,12.046493584549198,11.0365057573753,0.00224792043247258
16,cross_mix,mut_mix,0.655920136328217,0.0675426522209475,11.9339897550822,10.7225880543801,0.00225525494584552
17,cross_mix,mut_mix,0.561262981105457,0.193412349948904,12.538958817065899,11.1612636684666,0.00222134912350767
18,cross_mix,mut_mix,0.7908391966159241,0.00832808055910064,11.7476603126323,10.127057750518802,0.00228863859998226
19,cross_mix,mut_mix,0.62367584254564,0.0821568984112601,12.0507972595405,10.736077731632301,0.00226236366525294
20,cross_mix,mut_inverse3,0.980311176210846,0.0307098642470159,12.5560901981076,10.7878647044416,0.00227016542461419
21,cross_mix,mut_inverse3,0.535768298758869,0.0485546645975906,12.441363600694801,11.5271687602064,0.002224275317282
22,cross_mix,mut_inverse3,0.5931489600450501,0.172368804032095,12.887018218757902,10.8522823377367,0.0022090856530362197
23,cross_mix,mut_inverse3,0.796782079043417,0.12820435371168598,12.386136496933801,10.8013858329479,0.0022603598720598705
24,cross_mix,mut_inverse3,0.61054178120614,0.0611442380924532,12.5261039494649,11.1565303484877,0.00225494843679543
25,cross_mix,mut_inverse3,0.5615923977154361,0.0686613669288998,12.1845645187794,11.1380534476142,0.00227234924859475
26,cross_mix,mut_inverse3,0.967785048809399,0.0122138607161741,12.315992370231,11.267317757564001,0.00228794429051632
27,cross_mix,mut_inverse3,0.7860002958078441,0.193769238909603,12.6307552890019,10.739571372820102,0.00221933560757608
28,cross_mix,mut_inverse3,0.592427551366167,0.172638204082716,12.6655551102599,11.7181776552384,0.00219945074299553
29,cross_mix,mut_inverse3,0.6397078939587421,0.10186975635372501,12.3599154474611,11.430779570612,0.00224168681056788
30,cross_mix,mut_inverse3,0.73947010283171,0.10995237363302801,12.1420775951248,11.0312161393327,0.0022596779028738103
31,cross_mix,mut_inverse3,0.862436796947853,0.10836767477328099,12.1373654678002,10.78567865868,0.00225238233757563
32,cross_mix,mut_inverse3,0.8012400633586079,0.0125524217851415,11.4548237078808,10.8657859215732,0.00226362888650917
33,cross_mix,mut_inverse3,0.588010489353788,0.16205563106696802,12.439915976505,11.2466038708659,0.00224880676685603
34,cross_mix,mut_inverse3,0.9222344772620771,0.132501083259822,12.3096828986255,10.510533550128802,0.00226694914357368
35,cross_mix,mut_inverse3,0.72167841343136,0.091501437111917,12.337332902649699,11.748923339856901,0.0022565022204713695
36,cross_mix,mut_inverse3,0.655920136328217,0.0675426522209475,11.864945298954598,10.9151754948578,0.0022615353241919
37,cross_mix,mut_inverse3,0.561262981105457,0.193412349948904,12.5787559640029,10.705500479123,0.0021703930778848605
38,cross_mix,mut_inverse3,0.7908391966159241,0.00832808055910064,11.9810367575591,10.9653457419377,0.00230499780948977
39,cross_mix,mut_inverse3,0.62367584254564,0.0821568984112601,12.385982347431199,11.6509100881862,0.00226560688288487
40,cross_mix,mut_PSM,0.980311176210846,0.0307098642470159,12.350994121860301,10.5657612445765,0.00229214696658864
41,cross_mix,mut_PSM,0.535768298758869,0.0485546645975906,12.667476572271399,11.730492403292502,0.0022134792174352803
42,cross_mix,mut_PSM,0.5931489600450501,0.172368804032095,11.750285894681499,9.94379273507734,0.00224572632324527
43,cross_mix,mut_PSM,0.796782079043417,0.12820435371168598,11.6817938913853,11.0145100436626,0.00226497105252001
44,cross_mix,mut_PSM,0.61054178120614,0.0611442380924532,12.1699655447472,11.4295137800208,0.0022437035573649898
45,cross_mix,mut_PSM,0.5615923977154361,0.0686613669288998,12.4886194720568,11.3719554081504,0.00224070177019983
46,cross_mix,mut_PSM,0.967785048809399,0.0122138607161741,12.2984252541275,10.6801747570691,0.00228914195483499
47,cross_mix,mut_PSM,0.7860002958078441,0.193769238909603,12.20476019587,10.570666341743198,0.0022825451453378194
48,cross_mix,mut_PSM,0.592427551366167,0.172638204082716,12.188060967212698,11.022327085364099,0.0022237446549426996
49,cross_mix,mut_PSM,0.6397078939587421,0.10186975635372501,12.2787138816439,11.194093908493599,0.00222671695671046
50,cross_mix,mut_PSM,0.73947010283171,0.10995237363302801,11.819207256049099,10.501717586162599,0.00227569852840374
51,cross_mix,mut_PSM,0.862436796947853,0.10836767477328099,12.426343450999902,11.618700213203,0.00226706840141477
52,cross_mix,mut_PSM,0.8012400633586079,0.0125524217851415,11.534073464737402,10.4377163468315,0.00231039766955178
53,cross_mix,mut_PSM,0.588010489353788,0.16205563106696802,12.3442452533705,11.622969679316402,0.00221235395517184
54,cross_mix,mut_PSM,0.9222344772620771,0.132501083259822,12.4586039499354,11.884514317423802,0.00226056999007492
55,cross_mix,mut_PSM,0.72167841343136,0.091501437111917,12.049528071201598,9.93148301253484,0.00228278257689213
56,cross_mix,mut_PSM,0.655920136328217,0.0675426522209475,12.4368005502856,11.052247375018199,0.0022243340728802198
