CROSS,MUT,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Eff_1
cross_sequential_constructive,mut_RSM,0.864863667399081,0.2,10.0728789269971,9.34848266303452,0.00277585520753052
cross_sequential_constructive,mut_RSM,0.875607645294477,0.2,10.0258144433887,9.27246985190911,0.00278816829721258
cross_sequential_constructive,mut_RSM,0.889804667954238,0.2,9.96481883592908,9.60979617204549,0.00278835025196719
cross_sequential_constructive,mut_RSM,0.822600722182651,0.2,10.0051997016624,9.45801971984559,0.00277157265360324
cross_sequential_constructive,mut_RSM,0.90026683801663,0.2,10.1254266963966,9.61889880223813,0.00276452717930134
cross_sequential_constructive,mut_RSM,0.885075847613708,0.2,9.82715614366741,9.30760608371243,0.00278237311438465
cross_sequential_constructive,mut_RSM,0.896359865655925,0.2,9.88912579815125,9.08508447485611,0.00276797313353816
cross_sequential_constructive,mut_RSM,0.971088637742223,0.2,10.0594415204047,9.60387483709211,0.0027839740662751
cross_sequential_constructive,mut_RSM,0.848660077899151,0.2,9.89882850402426,9.30477158562873,0.00275878635351482
cross_sequential_constructive,mut_RSM,0.97437329582069,0.2,10.0945369969431,9.77495735989927,0.00279809309212717
cross_sequential_constructive,mut_RSM,0.952263594586577,0.2,9.93826493123592,8.90503059266669,0.00279575731328449
cross_sequential_constructive,mut_RSM,0.885662122078471,0.2,9.8850152752103,9.46576042979422,0.00278986073865741
cross_sequential_constructive,mut_RSM,0.952100997147787,0.2,9.9264968867233,9.14865879925086,0.0028060099246825
cross_sequential_constructive,mut_RSM,0.879395759201237,0.2,9.79484898092621,8.99337674140217,0.00281395567245399
cross_sequential_constructive,mut_RSM,0.827119980431033,0.2,10.0580491677621,9.37897767986507,0.00275246887094401
