CROSS,MUT,PR_CROSS,PR_MUT,NIND,Av_Best,Peak_Best,Eff_1
cross_sequential_constructive,mut_RSM,0.9,0.2,20,3.45275806528814,3.34995426765462,0.0673561429090986
cross_sequential_constructive,mut_RSM,0.9,0.2,50,3.43238901161976,3.34995426765462,0.0279801763995723
cross_sequential_constructive,mut_RSM,0.9,0.2,80,3.41479472052147,3.34995426765462,0.0179580198183872
cross_sequential_constructive,mut_RSM,0.9,0.2,100,3.38554669815083,3.34995426765462,0.0142936897166009
cross_sequential_constructive,mut_RSM,0.9,0.2,120,3.40610989021034,3.34995426765462,0.012125933187294
