CROSS,MUT,PR_CROSS,PR_MUT,NIND,Av_Best,Peak_Best,Eff_1
cross_sequential_constructive,mut_RSM,0.9,0.2,20,10.0025798308912,8.64590308523927,0.0164275725534978
cross_sequential_constructive,mut_RSM,0.9,0.2,50,8.55468135401209,7.47494640810168,0.00721432148871647
cross_sequential_constructive,mut_RSM,0.9,0.2,80,8.30417777710395,7.57648773457681,0.00464164493278182
cross_sequential_constructive,mut_RSM,0.9,0.2,100,7.96297162819661,7.32993010610322,0.00384534792778619
cross_sequential_constructive,mut_RSM,0.9,0.2,120,7.83815109288301,7.45481100015091,0.00321069510987355
