CROSS,MUT,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Eff_1
cross_mix,mut_mix,0.980311176210846,0.0307098642470159,12.5063987038141,11.747986775476,0.22817604101065
cross_mix,mut_mix,0.535768298758869,0.0485546645975906,12.2921036896817,11.5756494481051,0.223738938722502
cross_mix,mut_mix,0.59314896004505,0.172368804032095,12.5384739671595,11.1018945591037,0.219978266103205
cross_mix,mut_mix,0.796782079043417,0.128204353711686,11.6340233943021,10.8320941073904,0.227333292552497
cross_mix,mut_mix,0.61054178120614,0.0611442380924532,12.2716500065218,10.508061433113,0.223847063376689
cross_mix,mut_mix,0.561592397715436,0.0686613669288998,12.5037355841925,10.7312539343608,0.219694063685054
cross_mix,mut_mix,0.967785048809399,0.0122138607161741,12.0925453676932,10.5643067938,0.230866081311669
cross_mix,mut_mix,0.786000295807844,0.193769238909603,12.3138794771074,11.0856734792254,0.22623585411968
cross_mix,mut_mix,0.592427551366167,0.172638204082716,12.1733537265484,11.2137632790148,0.222245208843055
cross_mix,mut_mix,0.639707893958742,0.101869756353725,12.2265161914501,11.0128517595519,0.227037412120247
cross_mix,mut_mix,0.73947010283171,0.109952373633028,11.7562516074473,10.8094887112886,0.229614560332854
cross_mix,mut_mix,0.862436796947853,0.108367674773281,12.1327412721722,11.2512710972238,0.225754953853068
cross_mix,mut_mix,0.801240063358608,0.0125524217851415,11.8293489206196,11.0396172397588,0.227701027940548
cross_mix,mut_mix,0.588010489353788,0.162055631066968,12.1877728314677,10.2575821827525,0.223358905856483
cross_mix,mut_mix,0.922234477262077,0.132501083259822,12.2600711524195,11.2004839049845,0.227303787638953
cross_mix,mut_mix,0.72167841343136,0.091501437111917,12.0464935845492,11.0365057573753,0.224792043247258
cross_mix,mut_mix,0.655920136328217,0.0675426522209475,11.9339897550822,10.7225880543801,0.225525494584552
cross_mix,mut_mix,0.561262981105457,0.193412349948904,12.5389588170659,11.1612636684666,0.222134912350767
cross_mix,mut_mix,0.790839196615924,0.00832808055910064,11.7476603126323,10.1270577505188,0.228863859998226
cross_mix,mut_mix,0.62367584254564,0.0821568984112601,12.0507972595405,10.7360777316323,0.226236366525294
cross_mix,mut_inverse3,0.980311176210846,0.0307098642470159,12.5560901981076,10.7878647044416,0.227016542461419
cross_mix,mut_inverse3,0.535768298758869,0.0485546645975906,12.4413636006948,11.5271687602064,0.2224275317282
cross_mix,mut_inverse3,0.59314896004505,0.172368804032095,12.8870182187579,10.8522823377367,0.220908565303622
cross_mix,mut_inverse3,0.796782079043417,0.128204353711686,12.3861364969338,10.8013858329479,0.226035987205987
cross_mix,mut_inverse3,0.61054178120614,0.0611442380924532,12.5261039494649,11.1565303484877,0.225494843679543
cross_mix,mut_inverse3,0.561592397715436,0.0686613669288998,12.1845645187794,11.1380534476142,0.227234924859475
cross_mix,mut_inverse3,0.967785048809399,0.0122138607161741,12.315992370231,11.267317757564,0.228794429051632
cross_mix,mut_inverse3,0.786000295807844,0.193769238909603,12.6307552890019,10.7395713728201,0.221933560757608
cross_mix,mut_inverse3,0.592427551366167,0.172638204082716,12.6655551102599,11.7181776552384,0.219945074299553
cross_mix,mut_inverse3,0.639707893958742,0.101869756353725,12.3599154474611,11.430779570612,0.224168681056788
cross_mix,mut_inverse3,0.73947010283171,0.109952373633028,12.1420775951248,11.0312161393327,0.225967790287381
cross_mix,mut_inverse3,0.862436796947853,0.108367674773281,12.1373654678002,10.78567865868,0.225238233757563
cross_mix,mut_inverse3,0.801240063358608,0.0125524217851415,11.4548237078808,10.8657859215732,0.226362888650917
cross_mix,mut_inverse3,0.588010489353788,0.162055631066968,12.439915976505,11.2466038708659,0.224880676685603
cross_mix,mut_inverse3,0.922234477262077,0.132501083259822,12.3096828986255,10.5105335501288,0.226694914357368
cross_mix,mut_inverse3,0.72167841343136,0.091501437111917,12.3373329026497,11.7489233398569,0.225650222047137
cross_mix,mut_inverse3,0.655920136328217,0.0675426522209475,11.8649452989546,10.9151754948578,0.22615353241919
cross_mix,mut_inverse3,0.561262981105457,0.193412349948904,12.5787559640029,10.705500479123,0.217039307788486
cross_mix,mut_inverse3,0.790839196615924,0.00832808055910064,11.9810367575591,10.9653457419377,0.230499780948977
cross_mix,mut_inverse3,0.62367584254564,0.0821568984112601,12.3859823474312,11.6509100881862,0.226560688288487
cross_mix,mut_PSM,0.980311176210846,0.0307098642470159,12.3509941218603,10.5657612445765,0.229214696658864
cross_mix,mut_PSM,0.535768298758869,0.0485546645975906,12.6674765722714,11.7304924032925,0.221347921743528
cross_mix,mut_PSM,0.59314896004505,0.172368804032095,11.7502858946815,9.94379273507734,0.224572632324527
cross_mix,mut_PSM,0.796782079043417,0.128204353711686,11.6817938913853,11.0145100436626,0.226497105252001
cross_mix,mut_PSM,0.61054178120614,0.0611442380924532,12.1699655447472,11.4295137800208,0.224370355736499
cross_mix,mut_PSM,0.561592397715436,0.0686613669288998,12.4886194720568,11.3719554081504,0.224070177019983
cross_mix,mut_PSM,0.967785048809399,0.0122138607161741,12.2984252541275,10.6801747570691,0.228914195483499
cross_mix,mut_PSM,0.786000295807844,0.193769238909603,12.20476019587,10.5706663417432,0.228254514533782
cross_mix,mut_PSM,0.592427551366167,0.172638204082716,12.1880609672127,11.0223270853641,0.22237446549427
cross_mix,mut_PSM,0.639707893958742,0.101869756353725,12.2787138816439,11.1940939084936,0.222671695671046
cross_mix,mut_PSM,0.73947010283171,0.109952373633028,11.8192072560491,10.5017175861626,0.227569852840374
cross_mix,mut_PSM,0.862436796947853,0.108367674773281,12.4263434509999,11.618700213203,0.226706840141477
cross_mix,mut_PSM,0.801240063358608,0.0125524217851415,11.5340734647374,10.4377163468315,0.231039766955178
cross_mix,mut_PSM,0.588010489353788,0.162055631066968,12.3442452533705,11.6229696793164,0.221235395517184
cross_mix,mut_PSM,0.922234477262077,0.132501083259822,12.4586039499354,11.8845143174238,0.226056999007492
cross_mix,mut_PSM,0.72167841343136,0.091501437111917,12.0495280712016,9.93148301253484,0.228278257689213
cross_mix,mut_PSM,0.655920136328217,0.0675426522209475,12.4368005502856,11.0522473750182,0.222433407288022
cross_mix,mut_PSM,0.561262981105457,0.193412349948904,12.5448056011502,11.3882603356802,0.223852512418125
cross_mix,mut_PSM,0.790839196615924,0.00832808055910064,11.8442764596426,10.9249760571195,0.228108790010902
cross_mix,mut_PSM,0.62367584254564,0.0821568984112601,12.474322137155,12.0623713909122,0.22335634321137
cross_mix,mut_RSM,0.980311176210846,0.0307098642470159,12.5076230576553,11.4509736175244,0.228622959111217
cross_mix,mut_RSM,0.535768298758869,0.0485546645975906,12.4944536683958,10.4853003151574,0.221235117670428
cross_mix,mut_RSM,0.59314896004505,0.172368804032095,12.0585032972447,11.0113453014795,0.225968653059141
cross_mix,mut_RSM,0.796782079043417,0.128204353711686,11.7541576381844,10.3748237298256,0.228250845868936
cross_mix,mut_RSM,0.61054178120614,0.0611442380924532,12.1222524365094,11.4207674852562,0.226216347012346
cross_mix,mut_RSM,0.561592397715436,0.0686613669288998,12.3333610724651,11.3124160093075,0.222839154513886
cross_mix,mut_RSM,0.967785048809399,0.0122138607161741,12.0855615416698,11.1294051795134,0.231878634209871
cross_mix,mut_RSM,0.786000295807844,0.193769238909603,11.727478738203,10.5753186624492,0.231685720829623
cross_mix,mut_RSM,0.592427551366167,0.172638204082716,11.9961124810587,11.1958415982165,0.22468983018268
cross_mix,mut_RSM,0.639707893958742,0.101869756353725,12.1589154539159,11.0971984239508,0.224525490633732
cross_mix,mut_RSM,0.73947010283171,0.109952373633028,11.9442134031549,10.9156911688667,0.226800274205696
cross_mix,mut_RSM,0.862436796947853,0.108367674773281,11.8815314982303,10.4307236651083,0.227852402418638
cross_mix,mut_RSM,0.801240063358608,0.0125524217851415,11.6791718474065,10.8327514673402,0.227205057766881
cross_mix,mut_RSM,0.588010489353788,0.162055631066968,12.2600860022995,10.7889079454471,0.222169365277561
cross_mix,mut_RSM,0.922234477262077,0.132501083259822,12.0810554163966,10.8396325439976,0.225415162323032
cross_mix,mut_RSM,0.72167841343136,0.091501437111917,11.8624218294519,10.7908799200558,0.226046047044235
cross_mix,mut_RSM,0.655920136328217,0.0675426522209475,11.8801540402255,11.1788786340567,0.225235462681203
cross_mix,mut_RSM,0.561262981105457,0.193412349948904,11.8646312905656,10.9912955853263,0.221970788124571
cross_mix,mut_RSM,0.790839196615924,0.00832808055910064,11.5614843864193,10.5315900612784,0.23013290256922
cross_mix,mut_RSM,0.62367584254564,0.0821568984112601,12.1120499451861,10.9643186080695,0.224308511152053
cross_ERX,mut_mix,0.980311176210846,0.0307098642470159,16.8983600829173,14.5217010303799,0.171262932323569
cross_ERX,mut_mix,0.535768298758869,0.0485546645975906,16.6905481572196,15.8948313830053,0.169725511493926
cross_ERX,mut_mix,0.59314896004505,0.172368804032095,17.02875155876,16.2159785297609,0.170425780947346
cross_ERX,mut_mix,0.796782079043417,0.128204353711686,16.5251761245595,14.5467605663734,0.172820254522717
cross_ERX,mut_mix,0.61054178120614,0.0611442380924532,16.4531693011924,15.2424351188076,0.17321575482432
cross_ERX,mut_mix,0.561592397715436,0.0686613669288998,16.334901862944,15.0886730747165,0.171633287881728
cross_ERX,mut_mix,0.967785048809399,0.0122138607161741,16.7700934574835,15.7356022391534,0.173413198735108
cross_ERX,mut_mix,0.786000295807844,0.193769238909603,16.7501371204194,15.8926392289689,0.171454253314141
cross_ERX,mut_mix,0.592427551366167,0.172638204082716,17.0068133722032,16.4373933521474,0.169963979709724
cross_ERX,mut_mix,0.639707893958742,0.101869756353725,15.7254344554661,14.8889678828732,0.173565624551034
cross_ERX,mut_mix,0.73947010283171,0.109952373633028,16.3739218960068,15.3541239665455,0.171192432405013
cross_ERX,mut_mix,0.862436796947853,0.108367674773281,16.3479233265169,15.2386757902979,0.172643665589626
cross_ERX,mut_mix,0.801240063358608,0.0125524217851415,16.0607069253131,14.8646400079479,0.172495059329227
cross_ERX,mut_mix,0.588010489353788,0.162055631066968,16.5935084494696,14.7406513483624,0.171398200910601
cross_ERX,mut_mix,0.922234477262077,0.132501083259822,16.7659727679909,14.9817444234029,0.172119480988769
cross_ERX,mut_mix,0.72167841343136,0.091501437111917,16.4108399483367,15.2594188797387,0.172183805429051
cross_ERX,mut_mix,0.655920136328217,0.0675426522209475,16.206026595404,14.9063308126229,0.170791690335945
cross_ERX,mut_mix,0.561262981105457,0.193412349948904,16.7541833830188,15.9070433721787,0.169977490533603
cross_ERX,mut_mix,0.790839196615924,0.00832808055910064,15.8715492542083,15.0609552417076,0.174274017454135
cross_ERX,mut_mix,0.62367584254564,0.0821568984112601,16.5991310549732,15.6497959429609,0.171531925332218
cross_ERX,mut_inverse3,0.980311176210846,0.0307098642470159,16.8367792286039,15.9226910373628,0.171581271023381
cross_ERX,mut_inverse3,0.535768298758869,0.0485546645975906,17.1580583380578,15.7613306237819,0.168375276549554
cross_ERX,mut_inverse3,0.59314896004505,0.172368804032095,17.2080207020228,16.6514748940972,0.168668656234655
cross_ERX,mut_inverse3,0.796782079043417,0.128204353711686,16.750236596712,15.3632657002085,0.171551692269234
cross_ERX,mut_inverse3,0.61054178120614,0.0611442380924532,16.1740079024421,14.038739798016,0.173852108547818
cross_ERX,mut_inverse3,0.561592397715436,0.0686613669288998,16.7168180303981,15.5227527244861,0.171487826197289
cross_ERX,mut_inverse3,0.967785048809399,0.0122138607161741,16.4549571541716,15.02629825187,0.172431223990781
cross_ERX,mut_inverse3,0.786000295807844,0.193769238909603,16.7958102104449,15.9962120543644,0.169919711818762
cross_ERX,mut_inverse3,0.592427551366167,0.172638204082716,16.5583805743924,14.9083508406919,0.170076966467197
cross_ERX,mut_inverse3,0.639707893958742,0.101869756353725,16.197560503784,15.5481261552109,0.172453587950145
cross_ERX,mut_inverse3,0.73947010283171,0.109952373633028,16.3258940130458,15.2937023727644,0.172754744434988
cross_ERX,mut_inverse3,0.862436796947853,0.108367674773281,17.1920335153808,16.348893977353,0.17016416231577
cross_ERX,mut_inverse3,0.801240063358608,0.0125524217851415,15.7359572096906,14.8958164319393,0.175648354773579
cross_ERX,mut_inverse3,0.588010489353788,0.162055631066968,16.8631011624869,15.3296999945122,0.169879682049671
cross_ERX,mut_inverse3,0.922234477262077,0.132501083259822,16.9715346148577,15.9388352462481,0.171412752495692
cross_ERX,mut_inverse3,0.72167841343136,0.091501437111917,16.067108218745,15.2000001434702,0.173123882208047
cross_ERX,mut_inverse3,0.655920136328217,0.0675426522209475,15.9874949488566,15.1247797705981,0.172961287390684
cross_ERX,mut_inverse3,0.561262981105457,0.193412349948904,17.0157774979217,15.8831874179355,0.170466116380786
cross_ERX,mut_inverse3,0.790839196615924,0.00832808055910064,15.6231964485458,13.9174969517001,0.174889950246154
cross_ERX,mut_inverse3,0.62367584254564,0.0821568984112601,16.3903275918416,15.3138299059106,0.171310362946097
cross_ERX,mut_PSM,0.980311176210846,0.0307098642470159,16.2252675445418,14.1717799712839,0.174815288286248
cross_ERX,mut_PSM,0.535768298758869,0.0485546645975906,17.2955038737384,15.4920283033275,0.171623340876094
cross_ERX,mut_PSM,0.59314896004505,0.172368804032095,16.9033086470653,15.4174208237017,0.169787099207748
cross_ERX,mut_PSM,0.796782079043417,0.128204353711686,16.0542709515578,14.9511685443691,0.174261578947061
cross_ERX,mut_PSM,0.61054178120614,0.0611442380924532,16.5390534709222,15.3295057812313,0.172161056206734
cross_ERX,mut_PSM,0.561592397715436,0.0686613669288998,15.8970609752528,15.1276319706913,0.171385666627217
