,CROSS,MUT,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Eff_1
0,cross_mix,mut_mix,0.543321258396009,0.0300644482706746,3.46059368553075,3.3499542676546206,0.010600547065196501
1,cross_mix,mut_mix,0.654939996795871,0.19965457693725,3.37181275622491,3.3499542676546206,0.010708653813151498
2,cross_mix,mut_mix,0.882450165357596,0.0749793936237725,3.4003411550499303,3.3499542676546206,0.0108286193531685
3,cross_mix,mut_mix,0.8851562997654471,0.16685072844332502,3.37883623741387,3.3499542676546206,0.0107294895041507
4,cross_mix,mut_mix,0.9203351554113921,0.157408805809387,3.4059755669108,3.3499542676546206,0.0108244627678502
5,cross_mix,mut_mix,0.560819600735551,0.0848782466058393,3.4303213769918504,3.3499542676546206,0.010494116570165898
6,cross_mix,mut_mix,0.880363274478471,0.105944383737329,3.41144436771133,3.3499542676546206,0.010749009981050502
7,cross_mix,mut_mix,0.7719474337295319,0.178542073488562,3.3858137927755396,3.3499542676546206,0.010554340424892198
8,cross_mix,mut_mix,0.7775899154673609,0.0125498500978604,3.4554869453717405,3.37714005277425,0.0106585864482672
9,cross_mix,mut_mix,0.7410915781976322,0.0955745179302191,3.4115463529700296,3.3499542676546206,0.010709738811745499
10,cross_mix,mut_mix,0.993915356297104,0.0528588301566137,3.38622882425561,3.3499542676546206,0.0108644083020144
11,cross_mix,mut_mix,0.8663308416520359,0.0543012109955042,3.44112704307926,3.3499542676546206,0.010761706849195
12,cross_mix,mut_mix,0.619166446808842,0.0951875744613153,3.4058870187138397,3.3499542676546206,0.010696955805652601
13,cross_mix,mut_mix,0.725019205831912,0.168664655698309,3.43013478457423,3.3499542676546206,0.010734593173361
14,cross_mix,mut_mix,0.9634606076158041,0.0202077549204538,3.3859604440859004,3.3499542676546206,0.0107402897703304
15,cross_mix,mut_mix,0.794182422784157,0.164112265671836,3.3992929019938702,3.3499542676546206,0.0107095030601973
16,cross_mix,mut_mix,0.8905761606098579,0.0365349896656559,3.3891162306053,3.3499542676546206,0.010644396298124598
17,cross_mix,mut_mix,0.509283412456896,0.000560181836533635,3.4998272064874705,3.4086390434979,0.0104227346522071
18,cross_mix,mut_mix,0.550234271228537,0.0487097033829342,3.4227908732449706,3.3499542676546206,0.01063094009057
19,cross_mix,mut_mix,0.6999533662963829,0.12043838230488099,3.38219908112281,3.3499542676546206,0.010700804009889
20,cross_mix,mut_inverse3,0.543321258396009,0.0300644482706746,3.4725870002190096,3.37714005277425,0.0105541173917299
21,cross_mix,mut_inverse3,0.654939996795871,0.19965457693725,3.44450461202134,3.3499542676546206,0.0105714119096657
22,cross_mix,mut_inverse3,0.882450165357596,0.0749793936237725,3.4161435660607795,3.3499542676546206,0.0106768682279092
23,cross_mix,mut_inverse3,0.8851562997654471,0.16685072844332502,3.3964899911805295,3.3499542676546206,0.0107154031404688
24,cross_mix,mut_inverse3,0.9203351554113921,0.157408805809387,3.39937964690567,3.3499542676546206,0.0107851602344044
25,cross_mix,mut_inverse3,0.560819600735551,0.0848782466058393,3.42534580934283,3.3499542676546206,0.010714775983887499
26,cross_mix,mut_inverse3,0.880363274478471,0.105944383737329,3.40918519658353,3.3499542676546206,0.0106556518089025
27,cross_mix,mut_inverse3,0.7719474337295319,0.178542073488562,3.4111694786270297,3.3499542676546206,0.0107106594025093
28,cross_mix,mut_inverse3,0.7775899154673609,0.0125498500978604,3.3837008360498704,3.3499542676546206,0.0107300938459131
29,cross_mix,mut_inverse3,0.7410915781976322,0.0955745179302191,3.42350119681413,3.3499542676546206,0.0107446509989979
30,cross_mix,mut_inverse3,0.993915356297104,0.0528588301566137,3.38065770179547,3.3499542676546206,0.010812110648226202
31,cross_mix,mut_inverse3,0.8663308416520359,0.0543012109955042,3.40582204497393,3.3499542676546206,0.0106974302432785
32,cross_mix,mut_inverse3,0.619166446808842,0.0951875744613153,3.47285473569855,3.3499542676546206,0.010538025850238
33,cross_mix,mut_inverse3,0.725019205831912,0.168664655698309,3.4408013545674803,3.3499542676546206,0.0107594184224131
34,cross_mix,mut_inverse3,0.9634606076158041,0.0202077549204538,3.4257264891748602,3.3499542676546206,0.010789970827601601
35,cross_mix,mut_inverse3,0.794182422784157,0.164112265671836,3.41497802838839,3.3499542676546206,0.010727358413413702
36,cross_mix,mut_inverse3,0.8905761606098579,0.0365349896656559,3.3863902069059404,3.3499542676546206,0.010759267383823101
37,cross_mix,mut_inverse3,0.509283412456896,0.000560181836533635,3.4802611022968195,3.3589776078727,0.010588720906903399
38,cross_mix,mut_inverse3,0.550234271228537,0.0487097033829342,3.48677530170921,3.40696612079477,0.010689410820452001
39,cross_mix,mut_inverse3,0.6999533662963829,0.12043838230488099,3.44355616990905,3.3499542676546206,0.0106434829657438
40,cross_mix,mut_PSM,0.543321258396009,0.0300644482706746,3.4232762974557502,3.3499542676546206,0.0108103052783601
41,cross_mix,mut_PSM,0.654939996795871,0.19965457693725,3.4032641187992203,3.3499542676546206,0.0106826185219369
42,cross_mix,mut_PSM,0.882450165357596,0.0749793936237725,3.40694926527519,3.3499542676546206,0.0108084716815313
43,cross_mix,mut_PSM,0.8851562997654471,0.16685072844332502,3.40782671739288,3.3589776078727,0.010921345072081
44,cross_mix,mut_PSM,0.9203351554113921,0.157408805809387,3.40776862008373,3.3499542676546206,0.010822849608642899
45,cross_mix,mut_PSM,0.560819600735551,0.0848782466058393,3.4659314785673203,3.3589776078727,0.010493060038286801
46,cross_mix,mut_PSM,0.880363274478471,0.105944383737329,3.3876973925939,3.3499542676546206,0.0108829553808024
47,cross_mix,mut_PSM,0.7719474337295319,0.178542073488562,3.38633604620722,3.3499542676546206,0.010591789972505799
48,cross_mix,mut_PSM,0.7775899154673609,0.0125498500978604,3.4044869136541895,3.3499542676546206,0.01075050142246
49,cross_mix,mut_PSM,0.7410915781976322,0.0955745179302191,3.3976071491904998,3.3499542676546206,0.0107610420231336
50,cross_mix,mut_PSM,0.993915356297104,0.0528588301566137,3.4134382089597897,3.3499542676546206,0.010908648832871898
51,cross_mix,mut_PSM,0.8663308416520359,0.0543012109955042,3.39299509942881,3.3499542676546206,0.010828573868407099
52,cross_mix,mut_PSM,0.619166446808842,0.0951875744613153,3.4485000832984603,3.3499542676546206,0.0105732536489486
53,cross_mix,mut_PSM,0.725019205831912,0.168664655698309,3.3886087013307797,3.3499542676546206,0.0106791695777384
54,cross_mix,mut_PSM,0.9634606076158041,0.0202077549204538,3.40640199436221,3.3499542676546206,0.0108032251251307
55,cross_mix,mut_PSM,0.794182422784157,0.164112265671836,3.38766704193888,3.3499542676546206,0.0107226892252469
