CROSS,MUT,PR_CROSS,PR_MUT,NIND,Av_Best,Peak_Best,Eff_1
cross_sequential_constructive,mut_RSM,0.9,0.2,20,5.45458863383581,5.01207133453737,0.0313680672264719
cross_sequential_constructive,mut_RSM,0.9,0.2,50,4.76090585942093,4.46952292910468,0.0142622461366189
cross_sequential_constructive,mut_RSM,0.9,0.2,80,4.63248363366571,4.47170358986189,0.00918207822065871
cross_sequential_constructive,mut_RSM,0.9,0.2,100,4.56359087454056,4.44252515851857,0.00755182344265511
cross_sequential_constructive,mut_RSM,0.9,0.2,120,4.59369781930331,4.46446904360038,0.00626130784875944
