CROSS,MUT,PR_CROSS,PR_MUT,NIND,Av_Best,Peak_Best,Eff_1
cross_sequential_constructive,mut_RSM,0.9,0.2,20,10.2031077188922,9.5495953510491,0.017275789977519
cross_sequential_constructive,mut_RSM,0.9,0.2,50,8.36803499064433,7.66403206536772,0.00776033093558327
cross_sequential_constructive,mut_RSM,0.9,0.2,80,8.1159000320246,7.78298576979933,0.00495898626511336
cross_sequential_constructive,mut_RSM,0.9,0.2,100,7.86593953270824,7.39544071515021,0.00407981805001991
cross_sequential_constructive,mut_RSM,0.9,0.2,120,7.78564892414852,7.5486880811809,0.00336971181533102
