NIND,ELITIST,PR_CROSS,PR_MUT,Av_Best,Peak_Best,Fit_var,Eff_1,Eff_2
50,0.0388275741058961,0.616243556195323,0.491588296809127,22.9133766824479,21.7594563591976,0.782842781532367,0.00313474658671048,0.000142047046221285
50,0.0388275741058961,0.616243556195323,0.299384578491343,22.811677745068,21.1444591796859,1.41149118112721,0.003118858825182,0.000140169820975215
50,0.0388275741058961,0.616243556195323,0.047393194760658,23.1283007912119,21.2594040085112,0.812617048058691,0.00310995913351646,0.000143316104078347
50,0.0388275741058961,0.616243556195323,0.33633977312352,23.0867693736921,21.9454494621298,0.993536005807342,0.00311379811200556,0.000147298708819661
50,0.0388275741058961,0.616243556195323,0.244619638341897,23.2137927344384,21.7339035012234,0.64060014266843,0.00315689431113222,0.000135383440062788
50,0.0388275741058961,0.616243556195323,0.104138512483877,22.815832303148,21.3337862319445,1.14329288761039,0.00311787917868538,0.000147060021456562
50,0.0388275741058961,0.616243556195323,0.0833292818907836,22.9263547604951,21.0660352699847,1.24097971174942,0.00311338300644929,0.00014625811246995
50,0.0388275741058961,0.616243556195323,0.338008369132394,23.063315555324,22.2496528992781,0.40300384777173,0.00311904451853268,0.000140857410275997
50,0.0388275741058961,0.616243556195323,0.471715316145159,22.650540322596,20.143691801644,1.04122702415058,0.00311265168181583,0.000155491129793134
50,0.0388275741058961,0.616243556195323,0.216529938332759,23.1477636096811,21.5228888706673,0.850521126973726,0.0031204305790136,0.000141207144554255
50,0.0388275741058961,0.616243556195323,0.220657684310033,22.801720543931,21.8066750561745,0.447551776703815,0.00313546462139329,0.000145196629612956
50,0.0388275741058961,0.616243556195323,0.189436966374634,22.8133890993476,21.0961205284417,0.758122030518445,0.00311956738879599,0.00014988383880606
50,0.0388275741058961,0.616243556195323,0.200720386395868,22.74125013293,19.4875686345272,1.89757111878618,0.00312287112811852,0.0001529500965513
50,0.0388275741058961,0.616243556195323,0.0984861701376464,23.4148375519669,22.634192292365,0.311752492741749,0.00309773120283396,0.000131928222477218
50,0.0388275741058961,0.616243556195323,0.189580093608053,22.7937659718833,20.3800970139125,1.29515838968295,0.00312349933095148,0.000146829195490272
50,0.0388275741058961,0.630519957162752,0.491588296809127,23.1202283940725,21.0791173559331,1.25422776042214,0.00311661412372018,0.000147850294049472
50,0.0388275741058961,0.630519957162752,0.299384578491343,22.8726725429736,22.0251900782742,0.40964243435708,0.00312593343993154,0.000158326782717938
50,0.0388275741058961,0.630519957162752,0.047393194760658,22.8089542147892,20.9527342518003,0.742077658601185,0.00310708272582082,0.000143271374152869
50,0.0388275741058961,0.630519957162752,0.33633977312352,23.4161810996795,22.5915290494504,0.641779208498354,0.00310303026850233,0.000134371365091038
50,0.0388275741058961,0.630519957162752,0.244619638341897,23.2130029449986,21.7748861493902,0.519034595040485,0.00312289343218837,0.000143938490363694
50,0.0388275741058961,0.630519957162752,0.104138512483877,23.2173917979338,22.0949116736047,0.443612218942848,0.00311489021569491,0.000139147257887092
50,0.0388275741058961,0.630519957162752,0.0833292818907836,23.1207727074721,22.0822327817761,0.404244069660247,0.00312252685973543,0.000146243321481622
50,0.0388275741058961,0.630519957162752,0.338008369132394,23.0028006264189,21.9017070027945,0.341518889205641,0.00312011404288947,0.000143488500389714
50,0.0388275741058961,0.630519957162752,0.471715316145159,23.5511063635777,21.9741669562744,0.79853770769058,0.00309941359008826,0.000137810848564731
50,0.0388275741058961,0.630519957162752,0.216529938332759,23.0501091754023,21.5601126209564,0.826166650443538,0.00311512544420246,0.000151708064207395
50,0.0388275741058961,0.630519957162752,0.220657684310033,22.994948584754,21.4723157299856,0.775498241303247,0.00312999561173859,0.000136593453845582
50,0.0388275741058961,0.630519957162752,0.189436966374634,22.9393630021001,22.2187565035478,0.340560197519742,0.00311956899534039,0.000146275398312372
50,0.0388275741058961,0.630519957162752,0.200720386395868,23.1082391624929,21.9406165927725,0.408320368894655,0.00311749426963892,0.000141722122618484
50,0.0388275741058961,0.630519957162752,0.0984861701376464,23.3161785741825,21.6832323392138,1.04637756557909,0.00313031531910979,0.000143385368938455
50,0.0388275741058961,0.630519957162752,0.189580093608053,23.1250546499737,22.1636795108816,0.374772703409976,0.00309996074417425,0.000135725085569398
50,0.0388275741058961,0.933420813151667,0.491588296809127,25.2779612382232,24.1219416884917,0.70746845794139,0.00309669687491657,0.000110536593041881
50,0.0388275741058961,0.933420813151667,0.299384578491343,25.0280703396903,23.6240996941948,0.544502207973272,0.0031058315462625,0.000124294068569761
50,0.0388275741058961,0.933420813151667,0.047393194760658,25.3005034355574,24.1624278089103,0.23007083598173,0.00309109761562404,0.000119441948044017
50,0.0388275741058961,0.933420813151667,0.33633977312352,25.3922617284034,24.1794320909203,0.339907406106823,0.00305381983460474,0.000123805506286056
50,0.0388275741058961,0.933420813151667,0.244619638341897,25.2236035107014,23.9854448743654,0.622800671935105,0.00306178089589627,0.00011192216301667
50,0.0388275741058961,0.933420813151667,0.104138512483877,25.0480972552177,22.8970056082018,1.02519353481424,0.00310020008136842,0.000123504959147972
50,0.0388275741058961,0.933420813151667,0.0833292818907836,25.0569833552147,23.7149732584542,0.91026066834679,0.00309367727156655,0.000119255140937635
50,0.0388275741058961,0.933420813151667,0.338008369132394,25.1371647695036,23.1584625101297,0.811594645526746,0.00305273280732484,0.000124579437205538
50,0.0388275741058961,0.933420813151667,0.471715316145159,25.0546571246318,24.1346716015157,0.538262247524922,0.00308210452586012,0.000112006415040148
50,0.0388275741058961,0.933420813151667,0.216529938332759,24.5490124941366,23.4132610201729,0.935024097190768,0.00308963373936834,0.000129595711880008
50,0.0388275741058961,0.933420813151667,0.220657684310033,25.1057009186902,23.6469668971975,0.822812481122013,0.00310567578382332,0.000112354027403998
50,0.0388275741058961,0.933420813151667,0.189436966374634,25.0749017629784,24.3208113342196,0.309841837280388,0.00310525703831366,0.000109829801598561
50,0.0388275741058961,0.933420813151667,0.200720386395868,25.6743195232609,23.5088440087363,1.11286879490853,0.0030615875471618,0.000108923035062013
50,0.0388275741058961,0.933420813151667,0.0984861701376464,25.5573093713407,24.1689027207499,0.559255825076815,0.00307641497460943,0.00010840156132528
50,0.0388275741058961,0.933420813151667,0.189580093608053,25.5506816171376,23.2627968722925,1.26158128036387,0.00307064829667615,9.88826812596614e-05
50,0.0388275741058961,0.56082327352465,0.491588296809127,23.0327863037107,21.422641641081,0.801445458298738,0.00312593019620773,0.00013477859520999
50,0.0388275741058961,0.56082327352465,0.299384578491343,22.4717545380685,21.0245519005916,0.789218882565846,0.00314196257192884,0.000142759019368619
50,0.0388275741058961,0.56082327352465,0.047393194760658,22.5199465719387,20.267095286854,1.57550334673809,0.00314123623417963,0.000154010949724778
