Crowd,Av_Best,Peak_Best,Std,Av_Dist,Equals
0,4.76314004406751,4.37954461907952,0.460928007344274,20.0382040816327,312.587333333333
1,5.26584360207857,4.83856079239593,0.521140648260485,39.1849167346939,1.14366666666667
