Imp,Av_Best,Peak_Best,NImprovements
impr1,7.19640752232353,6.89046338575338,128267
impr2,7.21537191071216,6.95647028549052,165998
impr3,7.17554990624357,6.87946846692142,75369
impr4,7.81381519888081,7.19798891765003,39156
impr5,7.63965326656973,7.37381248388086,16107
,7.18366746109677,6.96949971252884,0
