Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,4.46638728459266,4.3297709737575,1.55228652224438,58013
impr2,4.59639385316189,4.3989494493907,1.45900780958784,54954
impr3,4.44300060989425,4.32727949100895,1.56016649091736,48207
impr4,4.61759436890194,4.3297709737575,1.52228620518529,37535
impr5,4.52807090500977,4.36186201777532,1.70637677799849,39641
,4.84901258238851,4.50204715539718,1.405548367788,0
