Imp,Av_Best,Peak_Best,NImprovements
impr1,4.4885030039488,4.36384448653107,51630
impr2,4.63547050337285,4.46423978823929,51464
impr3,4.44770659087251,4.3297709737575,40492
impr4,5.33589765120598,4.95283411395168,13910
impr5,5.34745211152304,4.9626586633023,8108
,4.62599692340418,4.4255466568578,0
