Imp,Av_Best,Peak_Best,NImprovements
impr1,3.36170281819943,3.34995426765462,129366
impr2,3.38179785494971,3.34995426765462,109679
impr3,3.3515957939135,3.34995426765462,129879
impr4,3.36531436974015,3.34995426765462,55154
impr5,3.36352329924148,3.34995426765462,61526
,3.3874295831973,3.34995426765462,0
