Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,3.34995426765462,3.34995426765462,0.0289440315927912,17099
impr2,3.3678507107076,3.34995426765462,0.0289051952547837,17005
impr3,3.3541396541942,3.34995426765462,0.0289342517895366,22253
impr4,3.35652037269017,3.34995426765462,0.0286260209305814,13984
impr5,3.36549159440917,3.34995426765462,0.028933926812975,24919
,3.41471727572548,3.34995426765462,0.0278979143189736,0
