Imp,Av_Best,Peak_Best,NImprovements
impr1,3.44544433656073,3.34995426765462,34740
impr2,3.40612059906156,3.34995426765462,32110
impr3,3.36913970076823,3.34995426765462,30636
impr4,3.39931602166382,3.34995426765462,13322
impr5,3.39175023509525,3.34995426765462,14328
,3.42121593695518,3.34995426765462,0
