Imp,Av_Best,Peak_Best,NImprovements
impr1,4.40798387018472,4.31895239724756,96575
impr2,4.48279525694869,4.37499128378625,131695
impr3,4.43412923983717,4.33292056275705,64787
impr4,4.53530093890474,4.3898031763911,39229
impr5,4.6572495550473,4.38812226683156,19651
,4.49679265206349,4.35248995232006,0
