Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,7.58744777931517,7.03754994662619,0.00814024380030127,39512
impr2,8.26503204487019,7.63780217367342,0.00756071152288352,34807
impr3,6.98709144895814,6.79654800161021,0.00833070017510838,33763
impr4,7.65166579332281,7.04407720681114,0.00828823961267779,20068
impr5,7.16733164961978,6.95840004551922,0.0102079950403526,20955
,8.64204903764818,7.73099230755937,0.00720926069537729,0
