Imp,Av_Best,Peak_Best,NImprovements
impr1,6.91879724655779,6.50227202561348,162316
impr2,6.63147923692226,6.37518763802313,220445
impr3,6.31557868293577,6.07499305363844,162257
impr4,8.84288886327102,7.71852091243712,30156
impr5,8.07853071251115,7.09109848128793,10897
,6.45545126209985,6.08244066726492,0
