Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,7.62165333429945,6.98883443939399,0.00827045276316976,65089
impr2,8.1661423171655,7.62660287455308,0.00789927128426287,52616
impr3,6.74464359700624,6.4513168479809,0.00813467446249396,68905
impr4,7.42331348614421,6.91260722649743,0.00880972733039225,33020
impr5,6.24151090054694,6.00863235332082,0.0115277813571738,27866
,8.77468314025962,8.27567542875216,0.0076436946788482,0
