Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,4.43209342124881,4.36371898147897,0.0155242898741458,30894
impr2,4.64312372107838,4.55407216640727,0.0147557118304313,27227
impr3,4.41715291551938,4.32301938380381,0.0158768069210857,23249
impr4,4.56140392065509,4.39120906096394,0.0151557397782183,19022
impr5,4.54311979922745,4.38896234434785,0.0171927847069283,20777
,4.82568252104246,4.47254960459566,0.0141118056405192,0
