Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,3.38308244957454,3.34995426765462,1.0985675037571,17134
impr2,3.42411420619315,3.34995426765462,1.06569383707269,18124
impr3,3.36398881174752,3.34995426765462,1.09507805797177,25067
impr4,3.4158569510449,3.34995426765462,1.04267182382957,14020
impr5,3.37866638089459,3.34995426765462,1.11328613138651,19132
,3.5009112492273,3.34995426765462,1.01477106388378,0
