Imp,Av_Best,Peak_Best,Eff_1,NImprovements
impr1,7.57161313464639,7.22020837751663,0.812732629122716,80367
impr2,8.33901698460476,7.28646494181962,0.75135897735574,68672
impr3,7.11634949018568,6.88252568699527,0.836642965131083,65323
impr4,7.82302623922454,7.27388053298118,0.810284873503056,41677
impr5,7.19485098484306,6.85655677224427,1.01133943019181,39763
,8.83169997518955,8.11572289605419,0.712065935752073,0
