Imp,Av_Best,Peak_Best,NImprovements
impr1,7.19048868517822,6.8685342053152,132728
impr2,7.20297431323984,6.85985813385846,157309
impr3,7.08217724810576,6.82747575014749,77180
impr4,7.93889973530895,7.27507210199461,35722
impr5,7.63052752641146,7.18184892605966,16028
,7.2297084766337,6.95779350209417,0
